word value_1 value_2 value_3 value_4 value_5 value_6 value_7 value_8 value_9 value_10 value_11 value_12 value_13 value_14 value_15 value_16 value_17 value_18 value_19 value_20 value_21 value_22 value_23 value_24 value_25 value_26 value_27 value_28 value_29 value_30 value_31 value_32 value_33 value_34 value_35 value_36 value_37 value_38 value_39 value_40 value_41 value_42 value_43 value_44 value_45 value_46 value_47 value_48 value_49 value_50
unpleasant 0.15835652 -0.089510955 0.081924245 0.80763304 -0.122869864 0.17160065 -0.3388348 -0.097475775 0.98622036 1.3297681 0.26906514 -0.075582266 -0.092960596 -1.3595498 -0.17436123 0.5081047 0.9939379 0.10745877 -0.4440295 -0.9761489 1.1512796 -0.33400032 0.30977112 -0.15184218 -0.11258175 0.47118664 -0.37154073 1.1099427 1.4642596 0.44722512 -0.8783864 0.12981492 0.12941955 -0.576423 0.36254957 -0.018852104 0.3351463 0.42704257 0.9995026 -0.2777457 -1.5641623 -0.38983688 0.7648557 -0.9455132 -0.6479242 -0.5235086 0.58975637 -0.21648142 -0.7977468 -1.4419465
friends 0.71531576 0.06293072 -0.7644712 -0.6478534 -0.4972242 -0.03267478 0.0904608 -0.6926352 0.6842689 0.1634088 0.7162957 -0.76007444 -1.2818843 -0.016522957 -0.7345515 -0.029638203 0.06960383 -0.23823379 -0.381856 0.6789602 -0.4785042 -0.360474 -0.745537 -1.5526515 -1.4216702 0.10878719 -0.31002548 1.2171963 0.78755534 1.5109104 -0.20039155 0.8810694 -1.5028543 1.319588 -0.930183 -1.0235721 -0.66581875 0.40807137 0.853551 0.53263134 -1.1452727 0.8737331 -0.41324735 -1.1122266 0.26783136 -0.26404795 -1.2274249 0.9474732 -0.4437217 0.79053617
burn 0.27270517 -0.355277 -0.69588125 0.5936108 0.24928974 0.40969363 -0.9776299 -1.1009046 0.029951008 -0.58757555 0.8958238 -0.2687246 -0.23178911 -0.54972214 0.04091501 -0.20032464 -0.29878613 0.58479995 0.20623127 0.8641631 -0.5289348 0.30945918 -0.24696337 -0.27968422 0.5741776 0.19806844 0.14719568 -0.6398101 -0.5909802 1.1945854 0.48246616 0.5877138 -0.44702303 -0.36424243 -0.3944634 -0.3592686 -0.7138638 -0.16875193 -0.85696113 0.121672295 -1.4326911 -0.7101983 0.036704656 -0.018951224 0.22108825 -0.19258298 0.89783055 0.6236178 -0.41530287 0.80629563
usually 0.28550246 0.06926605 -0.33142826 0.49909657 -0.5264334 0.9921093 0.52482253 -0.38150993 0.69241405 0.320313 -1.68132 -0.43052408 -0.7762094 0.20729503 1.1395948 0.028826201 0.12440656 0.9313744 0.52767557 -1.1516848 1.3431522 -0.28119165 0.26548922 -0.6427563 0.5473144 -1.1007367 -0.5679491 -0.23576754 -0.33456331 -0.6102414 -0.93140954 1.2006515 -0.87693876 -0.1060426 -0.6490461 0.10504785 -0.8690639 1.2847583 -0.23077323 0.0978886 0.14410184 -0.3936081 0.5809704 -0.7330969 0.55585724 0.72058225 -1.0252473 0.0873375 1.1828688 -0.19575399
sooner 0.88821673 0.8887859 0.41512054 -0.36614314 -0.5845409 0.55213356 0.7053747 -0.39065745 0.95490515 0.14821559 0.5973587 0.27745646 -0.57918245 0.15992568 0.7197077 0.048760097 0.49961725 1.0406989 -0.489114 -0.7075047 0.29519615 -0.35677543 0.12506133 -0.15768857 0.029190302 -1.3721284 -0.36178234 1.224928 0.37316668 0.32867336 -1.617502 -0.048169866 -0.40046415 -0.24250647 0.8223401 0.3445751 -1.0755506 0.0009932213 -0.6141315 1.9461019 -0.9535923 0.7107509 -0.40604362 0.4733948 0.78971475 -0.2603807 -0.16277029 1.0095537 -0.026806144 0.7463946
taste -0.47914302 0.27495322 0.47702956 0.2679868 1.229315 -0.8085092 1.4486873 -1.0307126 -0.9227168 -0.26126307 -1.0549636 1.2509936 0.61554193 -0.98789304 -0.66569304 0.17364286 0.78078073 0.88755935 -0.44035622 -0.17812571 0.70040417 -1.4172534 -0.36943236 0.7713922 -0.14400442 0.9749499 -0.7567642 -0.7827706 0.16006601 -1.0786456 -0.45373008 0.5922341 -0.1772617 1.3906934 -0.4656415 -0.23496743 -0.28007975 -0.2539753 -1.1058772 1.4034568 -1.5321385 0.8519833 -1.1256008 -0.22812977 0.87010986 0.4229037 -0.50608873 1.0711613 0.027650738 0.72454655
mixed 0.19853148 -0.024626752 -0.6561467 -0.5178533 -0.16486306 -0.24240911 0.35850668 -0.5309464 0.08227175 0.37062007 0.79869175 0.07003144 0.4864023 0.02722303 0.42357093 0.005450581 -0.008448729 -0.6361828 0.027785355 0.26587588 0.09486857 0.48175701 -0.15741271 1.091235 -0.21528178 0.18165833 -0.5529504 0.2740108 -0.049190134 0.7559855 -0.24045548 -0.598874 -0.13558982 -0.91037786 0.19385716 -1.0373867 0.7439317 0.083627835 -0.33642337 0.3266621 0.58391243 0.8240809 0.2639382 0.70409155 -0.2022815 -0.7499683 0.4821941 -0.4027348 -0.41236472 -0.90271735
brightened 1.9513227 -0.7275795 -0.9019445 0.14240852 0.67974013 -1.1020311 -0.48724464 0.5173756 0.9429311 0.656573 1.3947676 1.0714111 0.5023913 -0.033972103 -1.6215385 -0.24910046 1.4654086 -0.1589496 -0.29116637 -0.7211079 1.1648632 -0.24535 0.97806567 1.1050732 0.323143 1.4975829 0.55800396 -0.9315613 2.0398037 0.48725173 -0.35813808 -0.5617674 -1.2484474 1.2733964 0.59657496 -1.6132854 0.16804214 1.288088 0.038005073 -1.6428444 0.7400122 0.15441974 -0.842061 -1.271648 0.28647318 -1.0094378 1.6344088 -1.0595984 -1.4992367 -0.6150448
lovely -1.4225382 -0.4514321 1.3365822 0.026793256 -0.14357378 -0.24680515 1.0105777 -0.21731168 1.1286898 0.73059416 0.052739196 0.40870178 1.2071774 0.31524718 0.42185658 -0.29329684 1.9642279 0.8525346 1.2819027 -0.19076337 0.67441434 -0.08169439 -0.43255833 1.9101847 0.32145977 0.26546 -0.41033614 -0.5201109 0.7358355 -0.81873876 0.90828425 0.09913425 -0.59793174 0.44027296 -0.28969336 0.7469 -0.68143094 0.70260626 1.1251143 -0.49924594 -0.78528315 -0.9652001 1.0253402 -0.717135 2.3194432 -1.5364108 1.0660213 -0.89844 1.5575302 -1.3157424
crying -0.39108118 0.003186405 0.07509909 -0.37913415 -0.29393268 -0.3826585 -0.14959696 1.1359028 0.5535939 1.0550065 0.45237195 -0.18787111 1.226792 0.41660243 -0.9243597 -0.6543918 0.11586674 1.4033324 -0.69694406 -0.70288724 -0.6478944 1.257706 0.761307 0.13385306 0.6064246 -0.9007545 -0.5312447 -0.079961225 0.20791571 0.3087682 -0.58207273 0.09696648 -1.1414378 1.8959706 1.0970118 -0.12433295 -0.84100354 0.35806715 -0.9877908 -1.3631665 -1.235954 0.8970405 -0.3502766 0.75310266 1.6524013 -0.8460225 0.93309796 -0.7509952 -0.33892736 -1.0161178
advice 0.44755378 0.66800725 1.1937402 -0.38156155 0.6060155 -0.9268651 0.82897586 0.66854525 0.6999344 0.113461606 0.5451288 0.08208997 1.5225992 -0.6975863 0.34976494 0.108887255 -0.48209673 -0.01897906 0.96302205 -0.27241424 -0.6495877 0.7495946 0.1187654 -0.4770247 0.2268974 0.8313765 -1.0354942 1.3103788 0.2601787 -0.07499844 -0.7799799 0.0815384 0.32993004 -0.2399097 -0.117197305 -0.2894218 -0.05487187 -0.0739356 0.89853936 -0.17590629 -0.45591533 -0.27031583 -0.30844286 -1.0800445 -1.2608297 -0.27915153 -0.07630022 -0.09988799 -0.07505106 0.48968738
playing 0.5185148 -1.1472783 -0.1555859 -0.3984431 1.2205099 0.601547 -0.23529896 1.0770763 -0.08659911 0.5686003 -0.18341422 0.5123906 -0.3775208 -0.471272 -0.7387864 -0.115711115 0.67335564 0.86720353 -0.9215018 -0.3367715 1.2361797 -0.20753327 0.08041849 -0.24616112 -0.68638366 -0.4019607 -0.25410575 1.5753293 0.5868315 0.75350845 -0.52592385 -0.77058923 -1.2148231 0.7282886 1.4718935 -0.07785515 0.40397877 -0.11925109 0.06971557 0.60795784 1.0792837 0.06374119 -0.5808941 -0.012247216 -0.6918306 0.5420646 0.14854832 -0.032952894 -0.06611065 -0.09661251
curiouser 0.5443172 0.021221017 0.65900344 0.9580332 0.15720561 -0.86083657 0.85213256 -1.1028044 0.17356627 1.0491438 0.2257259 0.7336692 -0.12071505 1.1040534 0.123943895 0.39187717 0.7241664 -0.13878292 1.433494 -0.99118006 -0.028865263 0.07473046 -0.06429559 -0.8113522 -1.5058019 -0.5639959 1.3764265 1.1516356 -0.025731033 0.6563049 0.81360155 -1.0489123 -0.8185548 -0.626385 0.0820953 -0.3272268 0.0806556 -0.05054738 0.96365297 0.8643012 0.25872746 0.15982914 -0.065613426 0.35026506 -0.18013842 0.32504022 0.56756824 0.11479608 0.58338976 -0.037669037
forgot -0.11323933 0.20802493 0.27085507 0.7426718 0.15357393 0.13917887 0.39245945 -0.69791436 0.71020335 1.5803666 -0.16116714 1.0315793 1.3477918 -1.5171132 -0.13348836 -1.4769663 -0.26091325 0.3946531 -0.4459761 -1.6754264 1.2273539 -0.47594994 1.3391079 -1.498393 0.1141124 -0.056353994 -1.1087755 -0.4077977 0.30716512 -0.72694856 -0.3284441 0.8637573 -1.1084105 0.06753363 0.64335465 0.7758986 -0.7407462 -0.64842236 -1.2370512 0.6081646 -1.4640958 -0.9611893 -1.4047667 -0.8676385 -0.29536587 0.12762405 1.0425164 1.4618386 -0.7613163 -0.82488686
bye 0.8603801 -0.013589458 -0.5256316 -0.10802237 0.5685454 -0.57338864 -0.21713245 0.59660715 0.5545585 -0.24559622 0.6182395 -0.4270753 0.4783408 0.14275797 -0.29936996 -0.047223203 -0.19430913 -0.70034766 -1.5017878 0.029495742 -0.5240713 0.48132953 0.6964211 -1.0672866 -0.39044797 0.20818497 -0.53313196 -0.41364387 -0.47655705 -0.7099494 -0.9206717 -0.58987784 1.4000313 1.2185636 1.4099377 -0.20714062 -0.16965783 0.6579307 0.014458195 -0.24581927 0.09014105 0.41404065 -0.69637084 -0.9646775 -0.33933955 0.42182872 0.3977734 0.22413845 0.020489521 -1.0376568
sending 1.1673903 -1.3776326 -0.3286186 -0.77059877 -0.7340253 -0.27504617 -0.4168098 0.47132805 -0.98743606 0.17487769 -1.1514647 -0.36683813 -1.5267549 -0.049442597 0.49294245 -0.027161397 0.57596374 -0.7985665 -0.4347151 0.670095 0.012990872 0.8081524 1.9014913 -1.7128545 0.5068233 0.06693371 -0.4212345 -0.8894479 0.460758 0.31436285 0.34458736 1.4982839 0.46447545 1.2263051 -0.8084023 -1.1624719 -0.2646221 0.3893115 -1.2946111 -0.41043812 0.98928916 0.4872446 -0.95922416 -0.97647065 0.7428564 0.37933096 0.43198645 0.8893251 -0.27673396 0.7369317
presents 0.37531105 0.32763696 0.28708664 -0.17584926 0.0562335 -0.3262235 0.47248545 -0.47659132 0.89815974 0.08593437 -0.09257535 0.64450526 1.0475658 -1.1835364 -0.29321465 -1.2502673 0.8389545 0.16795225 -0.61224157 -0.42258653 0.19824147 -0.034057155 -0.17819382 -0.29995108 0.68855006 -0.04980591 -0.76168543 -0.52775925 -0.091389626 0.37927625 0.15897217 -0.029291337 -0.8131314 0.7644241 -0.8013395 -1.0980376 0.105293214 -0.20581238 -0.34022322 0.7671927 -0.30536604 0.6785075 0.01858425 0.1830539 0.63157696 -0.13863324 1.0946364 -0.2518816 0.20439656 -0.39203414
struck -0.3533231 -0.22353145 0.052719872 0.5821983 1.3270814 0.45145565 -0.38186222 0.033098605 -0.09434168 0.0037904251 0.52402014 -1.1544435 -0.053222336 -0.78495497 -0.10693897 0.2321454 0.11543961 1.2515676 -1.5322119 0.34070587 0.43374845 -0.77149236 0.21091136 -0.6532133 -1.2013023 0.48989 -1.0902714 0.5153082 -0.18462342 -1.0527713 -1.4125738 -0.3157252 0.14162825 0.59090257 0.16184117 -1.3963476 -0.7448956 0.85577095 0.49216607 -0.874138 1.3665904 0.6030692 -0.4160758 -1.4481637 -0.23597728 -0.83202946 -0.43167228 0.9442833 -0.01894376 -0.7561243
ashamed -0.34949446 1.7088559 -0.5150489 -1.1583213 0.33446908 -1.639865 0.36642992 0.6450368 -0.66490275 -0.11088462 -0.76967865 1.8573159 0.4447347 -1.0880635 1.3384751 -1.2629083 -0.58222294 -0.54873437 -0.5183126 -1.0956258 0.114654124 -0.3319188 0.4990936 0.51135504 1.4905773 0.61822844 -1.5119369 -0.44331294 0.32401618 -0.2598816 -1.0523925 0.49490076 -0.6741083 0.11557234 1.2358289 0.8343611 -0.06719966 1.0740192 -0.43793935 1.6827712 1.1344174 1.2354094 -0.043160606 0.95838237 1.8033024 1.1441723 0.71298987 -0.53270686 -0.43820837 -1.5644845
trotting -0.32780492 0.4606229 0.86069363 0.6626462 1.0470864 0.5875343 0.6383919 0.5894221 1.3114536 0.32973397 -0.89524126 0.8633541 0.1177539 0.7414736 0.14078581 0.06268791 0.83790934 0.6004511 0.16464125 -0.3048649 -0.38796026 -0.12980036 0.5628416 0.08779348 0.10041886 -0.17853433 0.88743937 0.77847415 1.1715258 0.5685811 -0.28292942 -0.21041833 -0.8182896 0.7025636 0.34314433 0.12879997 -1.4830685 0.18839265 0.64265114 -1.1138935 0.12454381 -1.1020981 -0.2134515 0.39907566 -0.51747537 -0.49997035 0.47320718 -0.55814564 0.14906946 -0.6549766
ringlets 0.7766487 0.98399967 -1.6275703 0.5007579 -0.21975598 0.09027023 -0.59930724 1.0644294 0.91661036 0.73280555 0.25328165 0.7707097 0.9951289 0.65560913 -1.5074365 -0.1940638 0.31823763 0.52831954 -0.27168298 -1.0089891 1.4038205 0.3116479 0.96210486 -0.31494513 -0.07952588 -0.1275643 0.15873866 0.76915437 0.5441448 1.673815 -1.3496404 -0.64732146 -0.71431637 1.3807678 1.4223868 0.24685973 -0.75742483 0.08977181 0.9935767 -0.5120629 -1.0054449 0.7320793 0.34188062 -0.037264187 1.3898138 -0.7982276 0.9746244 0.9552895 -1.0100352 -1.2322252
knows 0.13231626 0.15291198 1.0060985 0.7223041 0.5516574 0.48720244 -1.2337605 -1.1912872 1.1830398 1.3166723 -0.16065149 0.15829939 0.6760596 -0.98626834 1.0013722 -0.7160987 -0.5781018 -1.0906719 -0.75524753 -0.8003484 0.32853997 -0.6532807 0.22201045 -0.21377146 -0.92927784 -1.2432894 0.17397381 0.7005408 0.1768496 0.084850684 0.17311743 0.70664155 0.505167 -0.40026772 0.24639441 -0.23671396 -1.023294 -0.49668595 -0.9474672 0.89142644 -0.9318561 -1.0842705 -0.9517881 -0.9728456 -1.1849304 -0.1307621 0.09987502 0.5700509 -0.7324824 -0.93052137
six -1.1196874 -1.7146286 0.48384342 -0.30645028 0.9392296 -0.74027497 -1.0682812 0.16404483 0.44695583 -0.46363127 -0.539574 -0.06720067 -1.5997102 0.93120044 0.25207862 -0.30268025 0.036001496 -0.35294107 -1.7264371 1.1361154 -0.1432399 1.7315093 -0.281394 -0.6946553 -0.0085703395 -0.42612907 -1.0781595 -0.16084884 1.4764645 -0.35963967 -0.01766111 -0.41779757 2.109561 -0.11724382 -0.72526675 0.45124343 -0.40125698 0.4654868 -0.7877932 0.20256688 -0.06614879 -0.43112773 0.4918284 1.157191 0.44741032 0.4567245 -0.2739164 0.46815115 0.1470804 0.8858103
paris 0.39169347 0.41051954 -0.72892153 0.29841766 0.06645721 -0.40857217 -0.92629135 1.0375129 0.31637537 -0.31784338 0.24404441 0.80505747 -0.43580157 1.0149345 0.338155 0.404942 0.2672847 0.33033586 -0.1044474 -0.07979251 0.13551684 0.2556002 -0.07654273 -0.09023348 -0.0117036505 0.019680703 -0.49986157 0.74978435 0.21689253 -0.114046685 0.35230905 -0.74124056 -0.056422777 0.11263542 1.2406785 1.5955172 -0.006205314 0.97057587 0.13625242 0.84479487 -0.65535897 0.5304522 0.64488643 -0.15180399 0.9672751 -0.05217527 1.0641806 0.8458008 0.267587 -0.23138292
rome 0.3539999 0.08358678 -1.1813965 -0.64997244 0.4026437 -1.694963 -1.091977 0.6020064 0.6924935 0.34554446 1.1057289 1.4238137 -0.33423254 -0.06571687 0.47903734 0.25573027 0.45932883 1.1828514 -0.23600253 -0.3202397 0.24630293 0.39737955 -0.8009313 0.5148018 -0.6117456 -0.62905234 -0.6637336 0.34509918 0.4737701 0.60184073 0.66144735 -1.4013534 0.1614899 0.74591935 0.60157096 -0.057603765 -0.037881285 0.9219492 -0.362908 1.1343691 -1.4261259 0.48754692 1.239851 -1.2229158 1.5858678 0.044522084 0.8084951 -0.14869289 -0.55458647 -1.0149305
lap 0.89341515 -0.43908533 -1.100832 0.56163824 0.5959481 -0.38709542 -0.98493814 0.23782519 -0.07993518 0.00129035 1.997376 -0.25877237 0.37052587 -0.21650952 -0.8224066 -1.1046214 0.8087076 1.0597098 -0.9963783 -0.52754116 -0.17501815 -0.25575376 2.223531 -0.7890349 0.5076322 -0.50285184 -0.321 0.41047037 -0.06536462 0.36446485 -0.00996933 -0.8907466 -0.65516067 1.4814847 0.80552554 -0.58217317 -1.2711197 0.1995368 -1.6967574 0.41654453 -0.6608613 0.7981365 -0.7685305 -0.21496905 0.0955151 -0.88460445 0.45738202 0.79447746 -1.0166997 -0.5198059
neatly 0.40092006 0.31227607 0.6527708 0.79144794 -0.023527863 0.23266824 -0.02831153 -0.04832101 -0.019229356 -0.5739287 0.094146796 -0.042316027 0.534977 0.6721537 -0.7168129 0.5707303 0.7504139 0.2708494 1.4225549 0.11048168 -0.0056571984 0.123030715 -0.16846602 -0.4552011 -0.2362208 -0.19165383 -0.8305412 0.48951945 0.19926728 -0.35265738 0.36389926 0.024572285 -0.25678438 0.55473757 -0.14660515 -0.3451761 -0.13283263 1.0833839 -0.39580357 0.34307644 -1.173229 0.60915697 -0.4568031 -1.1921632 0.24523072 -0.74055713 0.038503487 0.6503491 0.25917754 0.5102541
claws 0.35899407 0.19025104 0.015308021 -0.0715898 1.2142819 0.19783615 -1.437497 -0.4645963 0.2335748 0.31039673 0.77255917 -0.033910286 -0.026590582 0.34161434 -0.43265775 0.2338715 -0.30848634 0.095977895 0.31171274 0.30500838 -0.14347486 0.09620272 -0.28276053 -0.52923 -0.26126406 -0.062581636 -0.7457651 0.9164156 0.022503812 -0.034590937 -0.39538193 -1.0539441 0.0010840005 0.29185873 0.06095496 -0.71165735 0.13449973 0.36534977 -0.4512653 0.0575629 -0.25614318 1.4037778 -0.74311316 -1.4297452 -0.69240063 -0.32983804 0.019919502 0.05255171 -0.5415729 0.20314172
smiling 1.0634462 0.73356426 1.034132 0.0019642166 -1.1820067 0.25015056 -0.34473786 -0.21783978 0.27321115 0.63150746 -0.01702306 0.24974579 0.4020869 -0.056629248 0.40790313 1.047424 -0.6023266 -1.1221974 0.051076833 -0.3669709 -0.20428704 -0.4299178 0.14592421 0.24861167 0.12524681 0.9511905 0.16809435 -0.40986857 0.2290032 0.6158986 -1.050589 0.5750124 0.23908041 -0.71504885 -0.2183638 -1.115928 0.52121854 -0.22945315 1.0110948 -0.07946055 0.7511926 0.13999757 -0.16147079 0.3523833 0.37649 -0.2530865 0.33441725 0.94812346 0.10711991 0.617871
jaws 0.65803003 -0.12072809 0.16398115 -0.40453446 -0.5146128 0.21509157 -0.36091363 0.011221335 0.5513273 1.6351874 0.8119666 -0.85111755 -0.11108764 -0.455182 -1.6987911 0.8739306 -0.19146842 -0.90434396 1.3353401 -0.71088094 0.88065237 -0.4601273 0.8849475 -1.265404 -1.0164878 -0.9458482 0.7095015 0.34440863 0.12206569 0.020347722 0.57005334 0.5781483 -0.276147 0.11022288 0.036769323 -1.0041859 1.1631305 -0.7754538 1.0951846 0.82346165 0.097642645 1.3879473 0.532613 -0.64706856 1.063154 0.0324132 0.1269668 -0.16818336 0.3254075 0.53338087
putting 0.7157236 -0.6701165 1.0380985 -0.4513178 -0.6008462 -0.05195722 -0.96306807 -0.14434169 2.2080626 -0.3724362 -0.98267436 -1.1466796 -1.1005132 -0.9483137 -0.78371054 -0.7759846 1.1039362 -0.8606076 -1.3033847 -0.155459 -0.23953573 0.021674393 -0.63464665 -0.14733888 -0.8544641 -0.5811976 1.101014 0.828909 0.49329066 1.1163567 0.070822746 -0.12561055 -0.6054416 1.2015504 -0.0677327 -1.5490328 0.7658485 0.5876047 -0.17638424 -0.47080362 -1.2594557 -0.21813132 -0.490148 -0.7921845 -0.42539826 -0.18012749 -0.27031523 -0.5193392 -1.088181 -0.0013381583
rapidly 1.6415447 -0.52977246 0.46040267 0.07918916 1.2232885 0.74014646 0.98682827 0.53877556 0.27986073 0.8421463 -0.10314544 0.23774555 -0.49149153 -0.076199666 -1.1932544 -0.6497434 -0.6847195 0.8168791 -0.18247207 -1.0979215 0.27733448 0.28555915 0.62657416 -0.25623098 -0.77133405 -0.10852202 0.4551159 -0.26596966 0.54575145 -1.0420666 0.29082105 -0.15604314 -0.6961149 1.3306873 0.9747868 -0.7825264 -0.9868922 -0.07278038 -0.57908225 -0.16253018 -0.2690513 0.25599885 -1.2031212 -0.89461553 -1.062825 0.04760206 -0.36445394 -0.6698677 -0.6138101 0.10068424
narrow 0.60333127 -0.119953945 -1.1256062 -0.3556443 0.5115909 -0.658954 -0.47132555 -0.3799319 -0.841415 0.53747183 -0.22674337 1.0131553 -0.96188444 -0.2636168 0.12986742 0.18647122 -0.7376395 -0.17392375 -0.8474716 1.0800223 0.24568437 -0.075896345 -0.93607163 -1.1154009 0.0002928756 0.13808784 -1.0447373 0.16492485 0.97858196 -0.0076484596 -0.87456757 -0.74681014 0.55165297 -0.3337443 0.37329698 -0.0141372355 0.06397843 0.8036589 -0.10835779 0.35688147 -0.084751874 1.0553141 0.41285953 0.6492861 -0.176147 0.38917744 0.43550956 -0.06396075 0.014150433 0.2296504
declare 0.011855733 -1.7314525 0.35680464 1.0665296 0.2800134 -0.07456706 0.19104311 -0.8820133 0.97975767 0.97624815 -0.25580427 0.6706368 -0.112030715 -0.339944 0.51482254 -0.15083718 0.71643865 0.2152731 -0.9596193 -0.7506279 0.5865595 -0.8967632 0.14111404 -0.09731916 -0.47007704 -0.49099067 -0.8516431 1.1210815 0.9072937 1.0262023 -0.05566654 0.09840775 -0.8821477 0.050456632 1.1334891 0.46518815 -1.1880594 1.4250326 -0.14033724 0.006466751 -0.23366512 0.8675557 -0.72850287 -0.7747553 1.4586757 -1.4056866 -0.20238905 1.1214265 0.8992814 -0.627618
bad -0.8755279 -1.0460992 -0.0141246775 -0.0073751626 -0.35161182 -0.6952931 -1.7439518 -1.3365725 0.93040246 1.3235723 0.9477459 -0.48682135 -0.101356745 -0.92911464 0.1302523 -0.46774846 -0.329864 -0.07851564 0.032781575 0.9492965 -0.30390352 0.3476173 0.2299014 -0.44579878 -0.21577336 -0.73677206 -0.37642965 -0.5253725 0.050014175 -0.022561098 0.30368945 -0.5085735 0.27995953 0.040589124 0.2623681 -1.047341 -1.3087113 0.6915133 -0.46706378 -0.75575256 -0.17053205 0.10215374 -0.14334655 -0.46864682 -0.2949289 -0.14783663 -0.8162729 -0.97631484 -0.1683324 0.35159907
salt -1.4211031 1.1208396 -0.3061436 0.88350165 -0.18324667 0.7164709 0.995964 -0.4189646 -0.27502042 0.1411592 1.6244833 0.26381755 -0.30865645 -0.25909826 0.2619598 0.006949385 -0.32823265 0.6258643 -1.4936305 0.8138583 0.25938255 0.47258773 -0.24958934 -0.906035 -1.1246167 1.3765732 -0.8449248 0.66773224 -0.5797479 -1.1077124 -0.95855546 -0.12325974 -0.3106608 1.6263084 0.0016917313 0.5284533 -0.17327134 -0.49396288 1.3099098 -0.5932165 0.040763527 0.42122027 0.09862102 0.6039803 -0.11279994 0.30190203 -0.27196264 0.7121363 -0.7393424 0.50141823
railway 0.27725184 -0.7664858 -0.2990227 0.6466661 -0.0450464 -0.2161713 -0.66965854 -0.4402344 0.6573344 0.47535565 -0.25469023 1.0145863 0.41915917 -0.36202314 -0.2624668 0.049721926 -0.17305946 -0.2133103 -0.659724 0.36769313 0.91239846 -1.1618774 -0.5800181 0.32129708 -1.481563 0.8535084 -0.08025801 -0.03587081 0.59549063 0.17692266 -0.51436764 -0.061108023 0.09857012 -0.4259383 0.28187597 -0.19382511 -1.0031801 0.611366 0.35487914 0.1947797 -0.90616316 0.37160015 0.032261882 0.5730692 -0.80539054 0.08355678 -0.54398906 0.55782217 -0.69025993 -0.04334534
conclusion -0.7765257 -0.7508556 0.34737462 0.68229306 -0.08167011 0.5721088 -1.0190113 -1.6455485 0.042274613 0.59935105 0.60670763 -1.1538494 1.4035877 -0.7994083 -0.09834023 -0.854516 -0.16491051 0.15577418 -0.17361264 -0.10475328 0.35675186 -0.31171167 -0.65171057 0.78032625 -0.99462 -0.9789382 -0.36030832 -0.8329897 -0.60020477 -1.0717533 -0.38143232 -0.68081903 -0.56937975 0.6638916 0.24775031 -0.6420972 0.64418393 0.49416593 0.08977177 -0.82610613 -0.38018665 -0.26277474 0.39213556 -0.7383287 -0.50306064 -0.5523415 -0.0130503 -0.60406226 0.16564183 -1.393847
wherever -0.72739506 0.20151584 -0.17959918 0.4290559 -0.38096467 1.3367496 0.22244963 -0.21270967 0.34309512 1.2114041 -1.1032776 0.3437961 0.66013956 -1.1536659 0.14716563 -1.3011734 -0.28274757 0.978067 -0.34300265 0.0143666575 1.5289028 -0.5802371 0.3056789 0.012711943 -0.3043753 -0.44089112 -0.24013044 -0.17065153 0.16402741 -0.3389426 -0.4707658 1.003019 -0.96468866 0.2876798 0.7659061 0.18025865 -0.014090852 -0.182153 -0.6420834 0.12228729 -0.09516282 -1.2007064 -0.48795518 -1.6432654 -0.4389161 0.81735885 0.16487147 -0.25378397 0.106095895 -0.5550389
splashing 0.43584314 0.92781156 -0.2634445 0.48977792 -0.77674055 -0.54408187 -0.32546318 0.53479576 0.70692116 -0.70624626 0.3453886 -0.0335015 0.31389543 0.3356253 -0.46095523 -0.7566074 0.23048018 -0.03133139 -1.2910044 0.020625139 0.4514423 0.37512466 0.3896694 -0.4999443 -0.20350125 0.42831442 0.19946808 -0.9755928 0.55644447 1.2797338 -0.40405607 0.21136674 -0.48847145 0.6944 -0.022608228 1.0873266 -0.3971715 -0.84437734 -0.96754444 -0.5349557 -0.7104177 -0.37498313 -0.22670896 -0.04155374 0.7794742 -0.86004597 0.2841374 -0.41521415 -0.49555606 0.41441962
swimming 0.3822022 -0.23755793 -0.42487267 -0.43372825 1.6445211 -1.7189199 0.63816065 1.5491165 0.49025068 0.23232505 0.84958977 1.8893378 -0.11827543 -0.8956145 -0.73646224 0.13552989 0.7403752 0.69364595 -0.86933684 -1.1553335 -0.46304163 0.07478366 1.3136144 -0.29796383 1.5176469 0.0559288 -0.95300716 0.022972839 1.328979 1.5612929 -0.65024257 -0.5748959 -0.5483643 0.67627746 0.6160894 1.3527693 -0.27771837 0.7299891 -0.36773372 0.46229634 0.58612895 0.4444023 -0.27610138 -0.6527955 1.5870413 0.46263874 1.8743904 -1.0471532 -0.62371594 0.20583637
wink 0.93473864 0.8413922 -1.5208712 0.08345211 0.67184407 -1.5235478 0.3569417 -0.33768743 1.8253063 0.23459367 1.3516518 0.3926084 -0.089511864 -1.3599936 -0.7360614 0.568371 0.6420716 0.74167794 -1.3729128 0.11529489 -0.35845345 -0.7609095 -0.11782502 -0.3007666 -0.022200976 0.7267936 -1.3972383 0.64938635 1.4017683 0.9889363 -0.57400954 -1.3422325 -0.037438616 0.6298739 -0.82235014 -1.0139686 -1.3516065 2.1449146 0.09352416 1.1570406 -1.0538619 1.5240653 -0.51971394 -1.0015095 0.11973155 -1.1286006 -0.020012917 0.5513763 -0.7860931 -0.6013838
