words value_1 value_2 value_3 value_4 value_5 value_6 value_7 value_8 value_9 value_10 value_11 value_12 value_13 value_14 value_15 value_16 value_17 value_18 value_19 value_20 value_21 value_22 value_23 value_24 value_25 value_26 value_27 value_28 value_29 value_30 value_31 value_32 value_33 value_34 value_35 value_36 value_37 value_38 value_39 value_40 value_41 value_42 value_43 value_44 value_45 value_46 value_47 value_48 value_49 value_50
sluggard 0.23210448 0.091001175 -0.59882665 0.49858183 0.62706846 0.30617073 -0.16927415 0.06739295 0.31769964 0.44248152 -0.02127355 0.07576045 0.0088131195 -0.18934749 -0.36714008 -0.37353712 0.11721879 -0.27332103 0.38599688 -0.3146573 0.42825165 0.0016209263 -0.3017978 -0.55806965 0.6895681 -0.6800277 0.20355715 -0.113454625 0.07164626 -0.16158196 0.48224926 -0.089242235 -0.5459951 0.27589473 0.099618904 0.5021854 -0.3090493 0.071954265 -0.17404087 -0.55966616 -0.14784478 0.28552657 0.27851787 0.2704943 0.68254703 -0.08006813 0.50341386 -0.33326328 0.31589624 0.33711496
baked 0.56308264 0.4225487 -0.105051674 0.28986374 0.09461845 0.05385264 0.38461745 0.095214546 0.06721881 0.5344968 -0.6209236 0.3075172 -0.23273887 -0.24893662 -0.031198772 0.8107338 0.15117897 0.40830594 0.12505294 -0.010939036 0.3473434 -0.46121135 -0.07141686 -0.15658002 0.19613777 -0.027925994 -0.6341561 0.29951072 0.17521988 -0.083154105 0.090489015 -0.668094 -0.2621849 -0.2549098 0.12465156 0.16934636 -0.3278018 0.06573775 0.014293082 0.39285898 0.021784918 0.18491365 0.33354354 0.33525798 0.2521218 -0.4520154 -0.46390465 -0.20550337 0.35204777 0.28858337
eyelids 0.28107747 -0.040567048 -0.16868818 0.4518275 0.4605055 -0.18680584 -0.1904152 0.23295651 0.012362164 0.1657407 -0.38025963 0.020720044 -0.35579535 -0.10149983 -0.20512225 0.061477587 0.38300472 0.30583024 -0.12240715 -0.024051057 0.24761981 -0.13118859 -0.26864696 0.035030175 0.058117338 -0.079149716 -0.71945727 -0.5713504 -0.32496142 -0.45257923 0.11499506 -0.62334687 0.14854598 0.021118563 0.24184273 0.33623323 0.09884234 -0.47618717 -0.35742447 -0.1753074 -0.7675013 0.30743656 -0.012217098 -0.048685208 0.02710002 -0.056886643 -0.43095338 -0.654737 0.16480744 -0.17090379
trims 0.011151607 -0.32561973 -0.45160532 0.22052588 0.0041716346 -0.14864816 -0.31016433 -0.06908714 0.046647932 -0.26363373 -0.33341417 -0.025666965 -0.05459142 0.033299986 0.08232318 -0.48662412 0.19402395 0.2923376 -0.2562366 0.14458308 0.36080796 0.22400819 0.061132543 -0.16338767 0.25983602 0.31691167 -0.18039013 -0.012523435 -0.24777237 -0.006081698 -0.3406812 -0.3291188 -0.3565387 0.12317942 0.31214955 0.2275676 0.31440452 -0.43788534 -0.2626392 0.1554948 -0.0651152 0.25427976 -0.024559634 -0.07336679 0.2235344 0.18599118 -0.34993342 -0.24852178 0.21412121 0.19281346
belt 0.082194276 -0.28294536 0.09103183 0.37517944 0.054185845 0.014859983 -0.095836826 0.11696163 0.06575341 -0.1810592 -0.34540856 0.06048982 -0.08357969 -0.059794307 -0.09856366 -0.37116644 0.38804397 0.2989352 -0.2809773 0.014614727 0.3314405 0.06732214 -0.17909518 0.08013634 0.46641633 0.30107224 -0.42118332 -0.10493911 -0.1698782 -0.22636327 -0.3116654 -0.43303296 -0.19513488 0.4727521 0.21372233 0.33117762 0.17230965 -0.33816642 -0.12457082 -0.032784462 -0.34776244 0.18407944 0.019513931 0.09666176 0.35203034 0.0016260325 -0.37498662 -0.4762241 0.16731776 0.03845962
buttons 0.14166667 -0.07395072 0.108384505 0.13524386 0.053889956 0.24251398 -0.29085216 0.21976514 0.24200182 -0.033339776 -0.06466116 0.21594164 -0.054309044 0.0727963 -0.19486558 -0.6264534 0.21580416 0.2445643 -0.090077 -0.20016117 0.10632282 -0.19642322 -0.21917614 0.28005692 0.48957157 0.20696142 -0.4736259 -0.4086521 -0.027621906 -0.38859951 -0.20432882 -0.52871656 0.18860386 0.5806882 0.01825891 0.39447927 -0.0727844 -0.27555153 0.031386197 -0.13546166 -0.35753894 0.03839945 -0.06597274 0.15880285 0.10828174 -0.1949977 -0.26923922 -0.46144393 0.22171511 0.07220958
sands 0.063258424 0.08205231 -0.2178782 0.25699002 0.43654203 0.5021988 -0.4345753 -0.4881878 0.2587906 -0.1350977 -0.38959593 0.58047974 -0.15262464 -0.35134912 -0.36111435 0.10654676 -0.13031296 0.13289985 0.26089114 -0.14566073 0.5396438 -0.16750264 -0.47128433 -0.34171745 0.40799856 0.063192606 0.15430044 -0.6059783 -0.13584922 -0.501878 -0.3710445 -0.15118852 -0.120587155 0.13223428 0.5360586 0.0550747 -0.4759974 0.13311821 -0.6033586 -0.21649303 0.22279419 0.063954726 -0.05368762 0.07361392 0.06468236 -0.09268258 0.19795218 -0.13047235 0.0025688384 0.5382859
gay 0.1967749 -0.097655445 0.4703875 0.23806743 0.3965305 0.6187216 -0.17802194 0.097306386 0.25713778 0.82866585 -0.46939164 0.14822046 -0.33135247 -0.23752543 0.25525424 0.44682473 0.4695554 -0.1648086 -0.0038193997 -0.2179704 0.44538578 -0.06778902 0.06669637 -0.20351116 -0.19240813 -0.5689423 -0.42367762 -0.403996 0.023297304 0.12610473 -0.095339656 -0.023199687 -0.26785222 -0.102239184 0.7358142 0.5898873 -0.2379233 -0.2921309 0.0046267565 -0.26744723 -0.052467078 0.38943255 0.18527831 0.1895657 0.29268482 -0.4217496 0.0799185 -0.11026311 0.37005574 0.0031458887
lark 0.12724285 -0.25594395 0.32094488 0.14585201 0.47773626 0.50450283 -0.30721894 0.3466614 -0.09417004 0.5271836 -0.16045608 0.059253976 -0.5164945 -0.309404 0.31835923 0.34592703 0.20398122 -0.19503501 0.1529805 -0.18440527 0.47844037 -0.008694143 -0.18962133 -0.43619606 -0.28567824 -0.3325492 -0.34666088 -0.5127562 0.14062536 -0.05132404 0.03462134 -0.24424613 -0.56911737 0.21245994 0.46538603 0.5685746 -0.15762587 -0.5752765 -0.06753464 -0.43550327 0.18391283 0.194427 0.20647228 0.5793113 0.35967556 -0.48118097 0.23544788 -0.06911217 0.4188617 0.10722725
contemptuous -0.13334109 0.08325159 -0.29087 0.09382796 0.20853816 0.046137292 0.072074994 -0.1361229 0.1862979 0.14388327 0.28182754 0.20888402 -0.25075772 0.28539887 -0.16822916 -0.39383957 0.2885825 0.051682387 0.17488402 0.084915936 0.27055025 -0.22583447 -0.19177471 -0.18525322 0.19682935 -0.30167562 -0.08840505 0.115846425 0.27053025 -0.0039771 0.46340078 -0.06013904 0.012338079 -0.15442862 0.008645 0.28825748 0.41019773 -0.16784844 -0.13389479 -0.16905305 0.056037527 0.24739483 -0.21777906 0.09108188 0.19345886 0.055880252 0.13879675 -0.2971459 0.11543982 0.08669017
shark 0.14538245 0.068743825 -0.49852905 0.47476697 0.42825142 0.39093208 -0.074948184 -0.10460863 0.13572727 0.3275163 -0.105123736 0.19519427 -0.16714662 -0.11977882 -0.44254792 -0.4583538 0.21752554 -0.27955198 0.44470122 -0.1764106 0.20990291 0.045003798 -0.22681418 -0.34230947 0.46646056 -0.47240102 0.056370236 -0.5105132 0.3795946 -0.27358913 0.3118692 -0.5376438 -0.3755744 0.36989635 0.17876686 0.49403983 -0.086065084 -0.02761508 -0.32247096 -0.4812954 -0.026087036 0.43546423 0.1309528 0.20234473 0.46052805 0.07608893 0.452521 -0.110260315 0.44564372 0.09802869
tide 0.12934515 0.16686644 -0.033814035 0.069071345 0.16671728 0.14248766 -0.2265229 -0.100291744 0.21259469 0.03610678 -0.07220794 0.21563253 -0.034770586 -0.19434837 -0.18976419 -0.42030537 -0.10937416 -0.09115501 0.22440189 -0.23404486 0.0073488452 -0.07309322 -0.32596534 -0.10217817 0.31279913 -0.04496811 0.033545952 -0.33322644 0.030370008 -0.18834174 -0.126203 -0.026240269 0.22398199 0.3289152 0.24196441 0.39929682 -0.043386713 -0.34619373 -0.18671837 -0.29676005 -0.037353054 0.04626762 -0.052662473 0.16287829 -0.025156511 -0.21253064 0.21141466 0.02721539 0.097261965 0.2464789
rises 0.15450525 0.17416625 -0.04268058 0.13374647 0.19201586 0.12948287 -0.10109102 0.059285823 0.10703651 -0.002436332 -0.029496143 0.15063816 0.14024638 -0.2024103 -0.19393533 -0.6057415 0.036210567 0.12588996 0.09363479 -0.03001083 -0.12452648 0.24101314 -0.1599282 0.075919986 0.21488132 -0.10498031 -0.031883795 -0.1645167 -0.06981504 -0.19582035 -0.13048209 -0.1161543 0.25194237 0.19429329 0.058697402 0.13679813 -0.09179641 -0.008823973 -0.056001958 -0.098291636 -0.179842 -0.047596082 0.23135959 0.07257276 -0.013606518 -0.16184445 0.13530694 -0.25125414 -0.055424463 0.061723527
sharks -0.112884164 -0.14794898 -0.27331245 0.36804208 0.25227192 0.18689723 -0.09985768 0.016190635 0.08058387 0.019424135 0.092746526 0.28912598 -0.076682515 0.040141325 -0.23594786 -0.11968419 0.0081492895 0.15979367 -0.32493886 0.16383749 -0.007516027 -0.290407 -0.31580377 -0.04739083 0.24959372 0.11372057 0.09775671 -0.35941833 -0.075265095 -0.1382704 -0.17707542 -0.19639876 0.128192 0.08794655 -0.033104245 0.092255406 0.01564225 0.0298207 -0.09482417 -0.045836788 0.014273572 0.2537562 -0.018849071 0.03719036 0.027003106 -0.20287515 -0.121929094 -0.14178695 -0.056430522 0.23634608
tremulous -0.14033125 -0.04320898 -0.20461501 -0.116256274 -0.03613211 0.22416824 -0.38387808 0.1200574 0.08851183 0.3236608 0.18454665 0.3178291 0.009905945 0.018360026 -0.17636622 -0.5817935 0.19421926 -0.00330293 0.08931669 -0.00045929602 0.42125604 -0.06408509 0.06247464 0.34800592 -0.10689819 -0.25340945 -0.19551764 0.039762896 0.011452836 -0.0405697 0.1283432 -0.42925742 0.39563876 0.0203529 0.0945661 -0.04942599 0.020742865 0.008859135 0.041296765 -0.091662 0.15741004 0.09629278 0.21129704 0.14957683 0.0143948905 -0.11061877 0.21349111 -0.38590458 0.019405581 0.076727845
explained 0.47916034 0.5568734 -0.13932486 0.2124757 0.30183238 -0.040827416 -0.25684798 0.10555752 0.31173748 0.3126293 -0.27618033 0.21879104 0.05823219 -0.5144289 -0.03157381 0.14114113 0.12678075 -0.1934408 0.22304323 -0.00783967 0.5430248 -0.16831315 -0.35646775 -0.39309472 0.6436756 -0.43199983 -0.2789612 0.24692203 0.26198167 -0.4602154 0.5762512 -0.13478798 -0.55909956 -0.035268616 0.36186406 0.28991002 -0.20915231 0.15779231 0.1726345 0.022499787 -0.45012093 -0.13753088 0.37901402 0.3292838 0.12655796 -0.5597316 0.21721056 -0.3198426 0.39348254 0.39037752
disobey -0.08294345 0.03301433 -0.256054 0.3693975 -0.04299028 -0.1569882 -0.17833127 0.13479678 0.2188131 0.09711907 -0.23429942 -0.18315277 -0.06447564 -0.25245222 0.2041198 0.6972576 0.07216563 -0.12945735 0.16400187 -0.19323404 -0.020990336 -0.39690685 -0.20983465 -0.19134465 0.037681546 -0.086399384 -0.15327863 -0.25425652 0.18779421 0.051708896 -0.23002632 -0.1613997 -0.205796 0.2150409 0.27277216 -0.085264884 -0.22526027 -0.4245505 -0.11814591 0.36258334 -0.3739873 -0.14527434 -0.010586864 0.39009205 -0.049469437 -0.06164093 0.22665358 0.14092335 0.15940192 0.14228073
sharing -0.16107708 0.3841389 0.068976186 0.14856885 0.29004925 0.33587965 -0.35692477 0.012455278 -0.43803886 0.2340822 0.16422541 0.35303995 -0.14709243 -0.16759883 0.3273203 -0.16592397 0.053596158 -0.13568819 0.36122465 0.5142698 -0.07025959 0.3662144 0.0063171005 0.06944652 -0.104412034 -0.1080099 0.0021511544 -0.34042758 0.033353638 -0.17535363 0.14155275 -0.18440269 -0.22304621 0.2133304 0.016985787 0.119138956 -0.1797464 0.12381239 -0.16875358 -0.1197005 0.09481206 0.5066091 -0.1329596 -0.007104187 0.11027463 0.09340175 -0.024417998 0.03520262 -0.061052445 0.05310658
crust -0.16089296 0.2106712 -0.21999964 -0.18114196 0.05076565 0.014648021 -0.5417261 0.14073242 0.0614367 0.1720859 0.28422633 0.14643362 -0.08932871 -0.03009039 -0.057005666 -0.6801499 -0.05464874 -0.046866175 0.3443546 -0.039318264 -0.21424627 -0.21164952 -0.14322267 0.2346336 0.1279525 -0.10056401 0.23244514 -0.17349933 -0.20349449 -0.0074370806 0.036092654 -0.20008345 0.19419837 0.141136 -0.17119092 0.2028267 0.08742398 0.02014122 0.02642091 -0.12245188 -0.09720058 -0.03951719 0.11627797 -0.1268111 0.05910186 -0.09391603 0.06896358 -0.054782696 0.21977657 0.04397577
gravy 0.14266361 0.1528916 -0.124582134 -0.10622703 0.14283846 0.014292651 -0.08516162 0.18025617 0.26831418 0.22333781 0.24260695 0.15407366 0.08556657 -0.07952885 -0.095289946 -0.847042 0.23005089 0.10762412 0.19763036 0.10334754 -0.10423229 -0.28070226 0.065128304 0.33074412 0.13828449 0.21065247 0.13854907 -0.14405294 0.18535873 -0.08876058 -0.11176946 -0.23262101 0.57721776 0.24520727 -0.036903746 0.13482727 -0.18116158 -0.2977244 0.052738428 -0.13021968 0.011914421 -0.18234648 0.17280065 0.1562122 -0.069110945 -0.24759145 0.03760483 -0.2173308 0.044334035 0.16511515
meat -0.040965647 0.1745038 -0.16571286 -0.045197356 0.021304492 -0.05233296 -0.33211288 0.1716896 0.009428721 -0.058703855 0.055480827 0.21873492 -0.0233433 -0.026826404 -0.02416073 -0.35471278 0.086365804 0.0261367 0.23137023 0.028392978 0.0037085693 -0.22290309 -0.14115402 0.20091201 0.14815548 -0.07199894 0.024574047 -0.15593494 0.017469551 -0.037806865 -0.10782821 -0.24768564 0.34727514 0.061530985 0.10308727 0.19023442 -0.04185319 -0.07974702 -0.08814817 -0.037742186 -0.180177 -0.17502162 0.0908028 0.01795353 -0.009558495 -0.103986874 0.10214408 -0.11077086 0.18881592 0.0861404
share 0.19349496 -0.23275991 0.008918294 0.49981225 0.48081952 0.2704103 -0.21005644 0.062401302 0.06941489 0.1502897 -0.37313342 -0.13368693 -0.452743 0.053120475 -0.21312806 -0.19418488 0.26310956 0.1419778 0.48197976 -0.23503132 0.13396144 -0.0020120856 -0.28895316 -0.385908 0.21604995 -0.18649828 -0.3489376 -0.74848294 -0.18867952 -0.040801622 0.006153644 -0.4711446 -0.25669813 0.33769813 0.079849035 0.8039555 0.13727243 -0.3182804 -0.2589926 -0.55606145 -0.0041058036 0.26008004 0.2546067 0.23856573 0.335665 0.121008135 0.21585552 -0.12628566 0.41655642 -0.07000687
treat 0.15404394 0.054480296 -0.566342 0.5398372 0.37241778 0.36480758 -0.12974192 -0.12251276 0.08142482 0.31681105 -0.10430275 0.21329497 -0.17885357 -0.09685748 -0.4435219 -0.36941263 0.18264575 -0.2715614 0.44052446 -0.2208312 0.2722081 0.055496078 -0.20558786 -0.29001853 0.47264048 -0.4818067 0.09180079 -0.45312837 0.36035544 -0.2136038 0.38176262 -0.4603993 -0.3524174 0.31590977 0.20378426 0.51885 -0.15144596 -0.013529755 -0.39123186 -0.48430702 -0.042592358 0.48541027 0.11459035 0.22685042 0.4086439 0.035134807 0.45635352 -0.11554127 0.42705515 0.1511959
boon 0.05859074 -0.22190785 0.34494525 0.1627371 0.4135923 0.51855886 -0.28761688 0.327609 -0.09215191 0.5849368 -0.22434565 0.091292284 -0.5586108 -0.3198648 0.3495881 0.2990383 0.19663188 -0.21428943 0.17059729 -0.14834003 0.53212124 -0.015838545 -0.12580547 -0.4872838 -0.26170543 -0.2798616 -0.36263195 -0.5529488 0.22501822 -0.024030073 -0.03887179 -0.18524513 -0.5536398 0.18199818 0.48138037 0.46932438 -0.21391101 -0.5716862 -0.11380492 -0.40954226 0.18418491 0.19441478 0.222755 0.5410915 0.33561873 -0.51483625 0.24641156 -0.050343562 0.44429925 0.087113425
permitted -0.34872252 0.20768435 -0.22254598 -0.1189848 0.05921371 -0.030359711 -0.25442162 0.29167357 0.23427373 0.051566333 0.12302907 -0.11268733 -0.26278615 -0.04546722 0.24146017 0.06371831 0.09708406 -0.34685817 0.03410894 -0.35570854 0.00848382 -0.18091507 -0.09577378 -0.27246502 0.3102177 -0.09369426 -0.16694681 0.040633786 -0.034617413 0.39748242 0.24390401 -0.3052163 -0.21103506 -0.026334826 -0.047012076 -0.0932861 -0.11394875 -0.07679743 -0.22161855 0.1492368 -0.20758185 0.050749037 0.15427242 -0.089865856 0.33203098 -0.4385392 0.24853949 0.10579171 0.035969675 -0.06072925
received 0.1336625 0.2657195 -0.25596532 0.2368096 -0.008713547 0.11184653 -0.1628898 0.10932305 0.19879529 0.27026537 0.046839446 0.28664753 0.07821541 -0.12128636 -0.19035298 -0.77414 0.04810402 0.11569406 0.2735701 -0.24235089 -0.13609067 0.10198573 -0.10413023 0.03453367 0.033824623 -0.083156236 0.0034449561 -0.26788354 -0.0057895696 -0.096759036 0.081110835 -0.12569754 0.28363878 0.28909066 -0.098047905 0.33215913 -0.091503136 -0.020012839 0.13973634 -0.40503365 0.021700336 0.1598317 0.06007239 -0.10158079 0.070062175 -0.04361198 0.18427768 -0.04687808 0.19931105 0.09602028
fork -0.25121754 -0.09996321 -0.16887476 0.05062275 0.12234304 0.15915789 0.06525958 0.49046594 -0.08156724 0.52168643 0.3651822 0.4598032 -0.32755667 -0.17957944 0.03857558 -0.21229765 0.31880677 -0.016762333 -0.11861576 -0.091332056 0.18747933 0.02135621 0.017420607 0.03668666 0.08018839 0.11915643 -0.26843274 -0.2784287 0.04667825 -0.08964513 0.37547812 -0.33396807 0.18410206 0.27007255 -0.057470586 0.5179844 -0.030857338 -0.19833638 -0.11981196 -0.35159674 -0.11231639 0.22234808 0.033493623 0.15198158 0.19316009 -0.20039132 0.03802665 -0.23525067 0.5054011 -0.09915349
banquet 0.27048272 0.03687124 -0.24067245 0.07361879 0.08142365 0.1487474 -0.033105023 -0.03971252 0.14404984 0.028749654 -0.19032411 0.010480654 -0.0016162649 -0.1687206 -0.06514236 -0.59665626 0.043651395 -0.22681782 0.030321933 -0.1079672 0.02974836 0.47381985 -0.06409174 -0.16521837 0.19939926 -0.12970811 0.01080877 -0.12373049 0.03997541 -0.022969006 -0.0013400555 0.008978863 -0.005661851 0.033404946 0.13171643 0.030698022 -0.18294919 -0.0060667293 -0.12637812 -0.18592721 -0.20514496 0.07229466 0.11479273 0.034088135 0.11017165 -0.1099661 0.19025895 0.04569405 0.10138079 0.050696775
hm 0.3876019 0.27860907 0.3139847 -0.039131597 -0.05089499 -0.06863899 -0.030512853 0.15311556 -0.29654893 0.04473869 -0.10637073 0.15171227 -0.24459009 0.27207148 -0.227893 0.30371594 0.17324655 0.025988854 0.12075162 -0.030888034 0.004425811 0.013791856 -0.2791659 -0.032556936 -0.0074810297 0.051463347 -0.027039552 0.23579195 0.111576326 0.12086081 0.2793231 -0.26573998 -0.4971377 -0.17833754 0.1478698 -0.19725476 -0.2713312 0.16637455 -0.15263627 0.25662428 0.1534465 0.012673081 -0.044483025 0.023941446 0.08875056 0.01127704 0.006351676 -0.45167473 -0.0016818038 -0.31719062
accounting 0.2566984 0.12687092 0.26494724 -0.07661309 0.09944426 0.009050499 -0.133988 0.14298733 -0.38030857 -0.0035577966 0.1386422 0.3772871 -0.10476555 0.48281673 -0.018947365 0.5630614 0.33753744 -0.040124428 -0.0049286378 0.04183855 -0.0063713244 -0.084898755 -0.18267544 -0.42807603 0.022469683 -0.1242084 0.020786602 0.054206934 0.15154776 0.18292426 0.22125407 -0.3297522 -0.3027517 -0.10637266 -0.07757567 -0.20721895 -0.13729379 0.081358515 -0.13964236 0.09512913 0.14127637 0.2393715 -0.11409088 0.25902498 -0.044957716 0.044952907 0.26117718 0.2594972 0.31042844 0.09490788
tastes 0.3370439 0.20526046 0.154461 0.08284625 -0.16278543 0.13848092 0.015599391 0.11629556 -0.11424412 -0.305531 0.018768251 0.1726405 -0.5043798 0.28847182 -0.20377971 0.14085388 0.37212488 -0.02263876 -0.06389219 -0.14164287 0.2921713 0.14038251 -0.5394688 -0.23019633 0.28894955 0.3688036 -0.1835379 -0.015277625 0.14762622 0.18145673 0.19441864 -0.2928758 -0.5393084 -0.020216674 0.13836847 -0.13491598 0.0012181127 0.03965238 -0.0030038 0.011641739 -0.04405846 0.046010323 -0.061532736 0.09331284 0.21951352 0.25592947 -0.14881252 -0.42987582 0.3585163 0.16364245
rich 0.009902539 -0.28681743 0.08355784 0.0039099217 0.34475896 0.13525221 -0.13318793 0.040789362 -0.17180157 -0.11863781 -0.048904065 0.25684294 0.28054136 -0.46014047 -0.5580741 -0.18171686 0.050900005 0.2129196 -0.024484634 0.10099564 0.0729901 -0.43014365 -0.2628085 0.12773104 0.43810058 -0.27523065 -0.12082723 -0.04557809 0.027652457 -0.124809854 -0.123738006 -0.30157492 0.5732388 0.058534406 0.545749 0.066729195 -0.38519192 -0.37099862 0.0012927912 -0.3632142 -0.21754673 -0.44873747 0.0920939 0.32249093 0.3896459 0.09507624 0.34099355 -0.24637447 -0.15320328 0.2921185
tureen -0.15996528 -0.1587102 0.25725698 -0.15125339 0.15820679 0.11190997 -0.10580004 0.21321924 -0.30170614 0.10354514 0.20133458 0.17135337 -0.18500149 -0.1210122 0.3303592 0.27992824 0.13644662 -0.346691 -0.022466604 0.3546601 0.23017766 0.34799203 0.21127298 -0.04205195 -0.1189668 -0.0681166 -0.35368088 -0.21441545 0.2802934 -0.33284235 0.15050687 -0.26929066 -0.11358917 0.2763169 0.091782875 0.24817315 -0.11432921 -0.20773515 -0.21107696 -0.26969936 0.029235102 0.31767583 0.0029854588 0.21055669 -0.0067151794 -0.22645195 0.16903749 -0.23267579 0.23457642 0.0764813
dainties 0.298845 -0.33524597 -0.03984076 0.2518586 -0.49336612 0.48511362 -0.16037616 0.3418563 -0.5843975 0.6025943 -0.25345922 0.16232932 -0.2503193 -0.033934 0.3511241 0.63995266 0.039753236 -0.5712579 0.061527617 -0.6031881 0.3011433 -0.48497224 0.050045453 -0.110008664 -0.006019607 -0.10161235 -0.4783417 -0.19812444 0.10727156 0.27920914 0.7544152 0.11142168 0.13933083 0.39366886 0.19326779 -0.28289488 -0.34309903 -0.35964248 -0.040568337 -0.49618685 -0.25029105 0.3300698 0.2993424 0.20931728 0.22838618 0.15509641 -0.18178214 0.04775169 0.7008558 0.48929304
beauti -0.18736002 -0.37361753 -0.029332047 -0.51872665 0.30639693 0.30327195 0.48426634 -0.21734934 -0.14730924 -0.35886726 0.27877188 0.07849097 0.42404404 -0.39802948 -0.35216773 -0.7397206 0.11300034 -0.24516019 0.14962892 -0.021607269 0.15500307 0.3375004 0.26931414 0.23165059 0.4425876 -0.25726727 -0.15143675 0.46287674 -0.32867095 -0.34524947 -0.25559804 -0.21544573 0.29067057 -0.0907234 0.44352344 0.23556814 -0.22464727 -0.34751922 0.38564342 -0.2894288 0.220259 0.08435188 0.41574028 0.461416 0.41551927 0.55750835 0.4413501 -0.08119519 -0.43765697 0.31159398
ful -0.2566398 -0.44726172 0.0481117 -0.5738049 0.47051996 0.35956308 0.5145421 -0.23560324 -0.17706685 -0.35855442 0.36237875 -0.017995978 0.39857408 -0.39920333 -0.44918916 -0.65023375 0.12156275 -0.013014568 -0.027677663 -0.12783994 0.41261485 0.37646207 0.20972377 0.20320038 0.47331703 -0.16577314 -0.19965759 0.44665644 -0.377171 -0.4374687 -0.22365595 -0.32590982 0.26115683 -0.102278925 0.5364504 0.12336694 -0.21116287 -0.5384109 0.4800313 -0.22908148 0.25977457 0.20951787 0.47311378 0.54776335 0.31650403 0.56053764 0.20286469 -0.12191308 -0.46491668 0.29215014
