words value_1 value_2 value_3 value_4 value_5 value_6 value_7 value_8 value_9 value_10 value_11 value_12 value_13 value_14 value_15 value_16 value_17 value_18 value_19 value_20 value_21 value_22 value_23 value_24 value_25 value_26 value_27 value_28 value_29 value_30 value_31 value_32 value_33 value_34 value_35 value_36 value_37 value_38 value_39 value_40 value_41 value_42 value_43 value_44 value_45 value_46 value_47 value_48 value_49 value_50
wake -0.5976565 0.3406125 -0.6522447 -0.1491 -0.4986465 -0.11286629 -0.27251744 0.14526305 0.30908406 0.15430932 -0.39068323 -0.3814792 -0.4645111 -0.8006494 -0.42274854 -0.51724064 -0.13273245 -0.19423658 -0.031438053 -0.20910652 -0.2731234 -0.3458582 0.1270168 -0.37869695 0.37482807 0.2028565 0.40044686 -0.32001892 -0.061645813 -0.8379822 -0.56446147 -0.124753244 0.004784625 0.38918805 -0.30024314 0.2634595 -0.14294991 -0.5128315 -0.25323308 -0.48150927 -0.474816 -0.1556847 0.3204783 -0.0539292 -0.29087383 -0.3605982 -0.12861513 -0.76325136 -0.36951083 0.13811433
pinched 0.22199425 0.72785467 -0.3410311 -0.045212444 0.0900949 0.14197755 -0.44806066 0.26737395 0.18571746 0.09936491 -0.21516943 0.018566353 -0.071655355 -0.44891346 -0.16904244 -0.24653004 0.3225887 0.2503529 -0.13063693 -0.31711185 0.2378056 -0.15354796 -0.27713946 -0.27406883 0.464731 -0.31224042 -0.44829604 -0.52333826 -0.09061002 -0.6246807 0.46514907 -0.55591 0.029775688 0.0047483603 0.35448775 -0.09890038 0.26188374 -0.19053154 -0.1329863 0.105168395 -0.1911245 0.32495892 -0.12147454 0.33330595 -0.029281542 0.22720164 -0.08261223 -0.36286327 -0.01959211 0.11604182
sisters -0.31961322 -0.022870976 -0.22161402 0.3545041 -0.27235872 0.73741084 -0.69288176 -0.2675098 -0.377319 0.49969432 0.10539869 0.61007696 0.19470641 0.09893184 -0.15110865 -0.4822249 -0.09445718 -0.12173323 0.22064364 -0.6396462 0.007398983 0.2830032 -0.16266122 0.14961997 0.03172169 -0.5985002 -0.067532256 -0.45052618 -0.024392853 -0.18640915 0.37857026 -0.534205 0.051441357 0.47974795 0.15881956 -0.26564026 0.100410774 0.088544965 -0.55164665 -0.104135595 -0.683863 0.8066369 0.53856474 -0.16367447 0.2629846 0.26698697 -0.14110328 -0.27832025 -0.43385932 0.4605607
names -0.072880976 0.11650214 -0.6665412 -0.025918469 0.25912777 0.3381307 -0.29224265 -0.09013906 -0.067763016 -0.12223357 -0.3984188 0.5259827 0.14825425 -0.46535048 -0.3082653 -0.75940335 0.18870027 0.3279546 0.030082414 0.087015554 -0.14987552 -0.045792636 -0.36884376 0.12937889 0.27132756 0.26939654 -0.13876687 -0.58271116 -0.1636083 -0.6774401 -0.0218781 -0.57959104 -0.22775589 0.2184184 -0.10050453 0.34041697 -0.4261232 0.07381819 -0.5217048 -0.08991967 -0.054684296 0.16312565 0.11499099 -0.0064044693 -0.24126823 -0.15905914 -0.32260004 0.12662938 0.04325967 -0.054040655
ill 0.052719146 -0.010471258 0.14428511 0.43117326 -0.03259119 0.057231072 -0.07178953 -0.22166471 -0.22596715 0.10952895 -0.28157678 -0.2662172 -0.7360296 -0.50062674 0.16562305 0.34255767 0.023146098 -0.35574543 0.45193598 -0.26892862 0.22385827 -0.3468207 -0.28892583 -0.47209933 -0.16953227 0.08244435 -0.32928213 0.40584987 0.24411528 -0.35267085 0.06197346 -0.2157375 -0.71919096 -0.56291527 0.09753826 0.35614038 -0.18107468 -0.08566684 -0.020366048 0.06608952 -0.37888145 -0.08294868 0.2766721 0.46666014 -0.11725442 -0.2749254 -0.2546818 -0.09677672 0.0054718284 0.52633184
living 0.23079833 0.3538221 -0.35106376 0.7423104 0.079056874 0.4932242 -0.3657805 -0.20081398 0.20429675 0.22466382 -0.40665343 -0.11689449 -0.26928258 -0.50282073 -0.15651444 0.021774832 0.37476146 -0.5382178 0.20301418 0.013722476 0.30902907 -0.24501403 0.15164123 -0.38629973 0.25083566 -0.17527087 -0.35424244 0.012643537 0.31156597 -0.19881673 0.44705206 0.13025887 -0.431648 -0.116715014 0.0118826395 -0.0803056 -0.60444325 -0.04906225 0.026232762 -0.11456224 -0.77653426 0.23434724 0.48652446 -0.12895551 0.62965906 -0.41909462 0.03209776 -0.46045515 0.11044119 0.5001951
triumphantly -0.26204643 0.21296854 -0.38511094 0.45081016 0.24511148 -0.30554342 0.035747062 -0.046175394 0.5944679 -0.057153977 -0.04798798 0.19684711 -0.1887513 -0.3564767 -0.31904936 -0.35963562 -0.13831294 -0.2569751 0.017880682 -0.49241388 -0.25271675 0.10175715 -0.32868585 -0.27745205 0.28886908 -0.15951206 0.51563275 0.42079362 -0.2956282 -0.30852276 -0.044707134 0.21063553 -0.24225897 -0.08808154 0.16455775 0.24945548 -0.38975635 -0.38793105 0.10729648 0.039499898 -0.3029453 0.041281164 0.20649643 0.3517639 0.24618086 -0.43490756 0.22664726 -0.028586978 -0.31553468 0.09631444
sh 0.18340492 0.043987047 -0.36578992 0.112352155 -0.0007945378 0.19632341 -0.5466335 -0.06140137 0.53178227 -0.10302886 0.39188612 0.24059373 0.14032139 -0.647154 0.15034246 -1.1256875 -0.13582097 0.119904734 -0.09983107 -0.7058713 -0.035809655 0.20842426 -0.14149114 0.24616617 0.5752014 0.014191713 0.12729679 -0.3789946 -0.0894559 -0.70463175 -0.12008716 -0.0112957265 0.020204319 -0.20099665 0.18347268 0.696993 -0.41146043 -0.5174603 0.33717796 -0.29409453 -0.1242739 -0.50215644 0.15501885 0.106052056 -0.23099095 -0.38931897 -0.3726805 0.18030027 -0.1876587 0.5070171
sulkily -0.12766223 0.02984216 -0.20276661 0.055061758 0.013067653 -0.11364831 -0.08701033 0.28581885 0.41200048 0.15359215 -0.3306779 -0.10449396 -0.33299595 -0.2929845 -0.12110923 -0.5525049 -0.03012393 -0.19258448 0.07150505 -0.5242519 -0.22859086 0.044208303 -0.3735931 -0.16922562 0.10469571 0.05027253 0.12137513 -0.20821106 0.11467283 -0.15315752 -0.20819336 -0.31794804 0.057361368 0.09152145 -0.085126266 0.3434352 -0.10862112 -0.34662858 -0.19524683 -0.35243547 -0.49604726 -0.04840261 0.24851403 0.29163677 0.23283368 -0.32374704 -0.05553905 -0.4047972 -0.071095906 0.23516579
learning 0.084243864 0.18787311 -0.5639352 0.94732875 0.67080176 0.4101501 -0.31326646 -0.22903204 -0.06139823 -0.3336575 -0.23747753 0.5740871 0.18431932 -0.21704432 0.090283275 0.59312063 0.18738523 -0.016001554 -0.0057858382 0.073860765 -0.5213472 -0.8146845 -0.7165795 -0.21561927 0.09821449 0.07357446 0.21586035 -0.518376 -0.29000413 -0.5784371 0.29109347 -0.58163714 -0.21777858 0.3276119 0.096146874 -0.013845116 -0.56186825 0.08362593 -0.14436823 0.7144529 -0.3262151 0.44042665 0.13358596 0.14652148 0.24956678 0.19830689 -0.3963775 0.18162756 -0.18795155 -0.25799575
interrupting 0.13464715 0.2311728 -0.09097886 0.12531492 -0.08694295 0.23594058 -0.25833237 0.017427966 -0.10409261 0.050702304 0.03712039 -0.060059894 -0.37834042 0.077772886 -0.08075075 -0.013314673 0.3970682 -0.26565683 0.3661144 -0.036522307 0.36150602 -0.5290824 -0.14403518 -0.3085468 0.1481805 -0.21363851 -0.26983082 0.16656052 0.55289483 -0.18416953 0.486135 -0.23236841 -0.30581626 0.19350858 0.5657125 -0.029632477 -0.022393059 0.031041052 -0.009087271 -0.047620162 0.22056706 0.14291671 -0.10995076 -0.13470143 -0.023478389 0.026437012 0.23019807 -0.071584776 0.43241373 0.10152734
rubbing -0.37180525 0.0443413 -0.34906498 0.1689033 -0.0505672 -0.094138615 -0.41174722 0.015645469 0.26511005 -0.19168581 -0.35876337 0.22088596 -0.2492506 -0.02869433 -0.11340134 -0.7950105 0.3830787 0.2678204 -0.14869577 -0.3246776 -0.06640839 0.21691352 -0.049860906 0.32948184 0.32164595 0.2059928 -0.12501565 -0.17659713 -0.25258067 -0.52090675 -0.3083339 -0.58599406 -0.041121274 0.1325565 0.23509182 0.3620554 0.0338909 -0.4232552 -0.05910322 0.12130849 -0.41279447 0.067736015 0.2290567 0.1033803 0.10841405 -0.38099506 -0.16349468 -0.27249408 -0.19984357 -0.0019343956
manner -0.6250796 -0.07656218 -0.15677615 0.08998666 0.21939231 0.29574543 -0.18582271 -0.339902 0.020559566 0.101211205 -0.1519237 -0.059335057 -0.19208995 -0.12926702 -0.34322655 -0.38927886 -0.04066262 0.00023622793 0.34639427 0.11845817 0.19748944 -0.28725252 -0.20587415 -0.13770263 0.08674024 -0.19602062 -0.4985714 -0.33957025 -0.038926765 0.07322154 0.38898256 -0.21557708 -0.16225456 0.07612858 -0.16789666 -0.2921345 -0.1435151 0.36524302 -0.2729842 -0.32715365 0.18741886 0.54625314 0.13751937 -0.3902163 0.33071324 0.028322287 0.1507475 -0.13034256 0.12846684 0.09876002
closed -0.17608407 -0.32072347 -0.42702925 0.17925173 0.33376384 -0.19307184 -0.3907504 0.68731785 0.6085402 -0.057527095 0.31585997 -0.1338598 -0.45702252 -0.20288478 0.092157274 -0.4617887 0.4067409 0.17810628 -0.21011788 -0.013546427 -0.065612935 -0.30169672 -0.24795225 -0.025647786 0.6788207 0.09544497 -0.5234674 -0.6565893 -0.4167022 -0.464415 -0.052580558 -0.6462106 0.28274062 0.32163614 -0.10719491 0.54322284 0.3267828 -0.6013133 -0.7103297 0.022144094 -0.39944586 -0.019700846 -0.3159524 0.17459902 0.22549409 0.14923646 -0.47545213 -0.2651433 0.20685719 -0.037622362
flower 0.25104403 -0.08564894 0.09809856 0.049329378 0.07338401 0.0894358 -0.30231994 0.12668154 0.039529406 0.00589107 -0.10974883 0.44398493 -0.17513253 0.0012834108 -0.3704294 -0.54955554 -0.03350076 -0.09225665 0.114310496 -0.053594574 0.106213786 -0.017263655 -0.044067185 0.32197815 0.038525116 -0.18055817 0.152138 -0.14964665 0.030239651 -0.067890465 -0.062479135 -0.39979818 0.28599384 0.10577005 -0.065646924 0.31651247 -0.17801203 -0.1224722 -0.35254583 -0.48074704 -0.09165918 0.24523479 -0.020055458 0.21173812 -0.26113117 -0.0011382977 0.22257519 -0.0528091 0.17888945 0.24132584
roses 0.3662305 -0.06353598 -0.13011111 0.043709986 0.18446863 0.045829523 -0.065768205 -0.14810966 0.110940345 -0.08760659 -0.118042976 0.24641359 -0.022466937 -0.42462203 -0.370382 -0.50309384 -0.14087068 -0.076954365 0.1691077 -0.04996484 -0.16185166 0.48869637 -0.09307697 -0.37134564 0.12129032 -0.2807469 0.2230013 -0.110243335 -0.0569066 -0.31116462 -0.09440747 0.021829346 -0.29982457 0.3216213 0.12525722 0.20605473 0.054272555 0.006290069 -0.08560085 -0.16206086 -0.08340801 -0.10972254 0.22480161 0.26376653 0.21263094 0.076135196 0.160292 0.06241156 0.049669735 0.05080366
painting 0.3042446 -0.040390607 -0.29865876 0.2983111 0.24337576 0.49938262 -0.09670879 0.028087914 0.118885085 -0.019348854 0.040137522 0.32818136 0.18775822 -0.24846278 -0.25848538 0.46003598 0.19480598 0.442238 0.13818419 -0.051022742 0.40510663 -0.34963778 -0.20875292 -0.16120103 -0.04580713 -0.075108856 0.17855383 -0.45319793 0.13921537 -0.19924662 0.14217083 -0.45979652 -0.08271888 -0.03139804 0.10148676 -0.064273275 -0.09806121 0.020317048 -0.07867082 0.5303586 0.17743063 0.26000533 0.123524934 0.21461333 0.16936004 0.0050559994 -0.36729872 -0.44825786 0.10212235 0.1775801
themselves -0.45885944 -0.008410906 -0.017931255 0.087732986 0.076639235 -0.26446915 -0.043285105 0.17037758 0.17976041 -0.25513652 0.0052356306 -0.045843937 -0.015143385 0.044395234 0.09638556 0.27490035 -0.08578909 -0.098397896 0.16424663 -0.3006571 -0.12336475 -0.05734361 -0.34378898 -0.0048058294 0.12845455 0.22953898 -0.31871057 -0.16106012 0.017476939 0.24127904 0.101860166 -0.4085894 0.1894529 0.20631485 -0.04971297 0.20560865 -0.090815604 -0.24632834 -0.24770252 -0.0018659744 -0.30302545 0.19165581 -0.24579968 0.13931714 -0.01281941 -0.13399528 -0.092308626 0.023630127 0.2451644 -0.35347757
flat -0.16275182 -0.20535676 -0.13408855 -0.1485941 0.15655379 -0.052586716 -0.18232957 0.2842669 -0.36763328 -0.16020513 0.009628588 0.47023538 0.019936537 -0.08883201 -0.26502126 -0.81781465 0.26771653 0.19191998 -0.0424021 -0.16673076 0.11700099 -0.15011415 -0.33229125 0.23714942 0.4432326 0.5258115 -0.56414014 -0.4804065 -0.24436574 -0.1939293 0.11085123 -0.41226333 0.2171374 0.3507484 -0.22487016 0.30385694 -0.09219484 0.14568444 -0.4292785 -0.14101769 -0.2962832 0.2194504 0.08103542 0.20644018 -0.25818282 -0.06147878 -0.55734396 -0.06346373 0.4053807 -0.38324517
carrying -0.21264328 0.143826 -0.28415215 0.6307916 -0.059619732 0.26082343 -0.60069543 -0.5616061 -0.113439046 0.07816883 0.19873857 0.10681371 0.25142676 -0.020603826 -0.36505452 -0.752122 -0.2046396 0.14331506 -0.011449569 -0.10011481 -0.21719837 0.37144718 0.04342097 -0.19874309 0.33002186 -0.37762934 0.54412985 -0.40837395 -0.18650798 0.114064485 0.120119214 -0.3914426 0.06688608 0.45531443 0.45438844 0.16587637 -0.21778418 0.027935006 -0.0656844 -0.31363344 -0.05834124 0.58564454 0.42882818 0.054064613 0.21876965 0.37601176 -0.028140066 0.16589803 -0.32306257 0.16605014
courtiers -0.20355448 0.38022155 -0.23396733 0.377709 -0.32816714 0.3836992 -0.41420838 -0.618042 -0.38582775 0.06937556 0.16423392 0.5669402 0.25620452 -0.018559976 -0.21473669 -0.2170254 -0.10648255 0.094820425 -0.057733297 0.05489919 0.0384399 0.35848036 -0.042033866 -0.27954495 0.37779975 -0.37306026 -0.12570336 -0.7172986 0.011127683 -0.11340069 0.4122678 -0.5054719 0.2010934 0.63846844 0.14492191 0.121838756 -0.5711559 0.27740094 -0.30545452 0.0073696068 0.011749883 0.7202925 0.48171413 -0.07515565 0.45836473 0.14029111 -0.30922645 0.26939917 -0.14533508 0.43029383
ornamented -0.41315013 0.60909337 -0.62009007 0.42527503 0.5144751 0.60758954 -0.9018475 -0.47690165 -0.08823766 -0.41836575 -0.36671758 0.6951118 -0.373025 -0.4236472 -0.067743994 -0.4261572 0.2337026 0.40881616 0.29508963 0.13156761 0.14717527 -0.42919093 -0.25688437 0.17607693 0.26903415 0.0018864778 -0.00901838 -0.7353742 -0.31276828 -0.20096123 0.07509182 -0.96456015 -0.015724326 -0.04641255 0.4049204 -0.39633137 -0.6735415 0.69848573 -0.32933018 -0.29716274 0.4254455 0.40751073 0.26716986 -0.45443344 0.3118433 0.21673024 -0.23951074 0.36402258 -0.41960996 0.5995721
royal 0.295182 0.32603142 0.13115963 0.14583085 0.33733648 0.00028694552 -0.7553343 0.18903434 -0.09084909 0.054433063 -0.11803975 0.32112154 0.38801607 -0.012525518 -0.27183923 -0.48768303 -0.000119602264 0.16615327 0.26589036 -0.04080486 -0.19839332 0.11644778 -0.43037936 0.037272055 0.23298028 -0.44522315 -0.29515412 -0.20987618 0.067634195 -0.12238761 0.046167888 -0.52948505 0.026872449 0.1107656 -0.000101134894 0.05101708 -0.32314166 -0.0093181245 -0.4462597 -0.130803 -0.2789962 0.358053 0.19663359 0.068684794 -0.04752415 -0.07281694 -0.0039053196 0.2414363 0.25742382 0.36973032
mostly 0.3445974 0.13087715 -0.20276909 0.11252067 0.34940743 0.15534478 -0.014067898 0.078059494 0.11922592 0.031676397 -0.052921884 0.041605853 0.3063237 -0.275004 -0.17969987 -0.55170125 0.05278749 0.052582826 0.25149986 -0.2714273 -0.15310621 0.14402035 -0.46325514 -0.10657132 0.15175964 0.034082226 0.19884795 -0.03252973 -0.116698414 0.01228078 0.027876467 -0.0054010027 0.014957564 0.17691222 0.016653355 0.50942886 -0.15920255 0.17780477 0.08423897 -0.21163826 -0.19178368 -0.021805773 0.12505257 0.29907754 0.04629819 -0.032119706 0.1028591 0.06819974 -0.15303567 0.20360515
crimson -0.27977693 -0.02818433 -0.35953763 -0.033397537 -0.045327414 -0.025782095 -0.10808051 0.3478061 -0.014942447 0.15510626 0.3338046 0.019500738 -0.38041502 -0.4236183 0.12669222 -0.6532716 0.046771966 0.012118458 -0.15197805 -0.070659004 0.24613997 0.47984785 -0.18400593 -0.064908594 0.20122698 0.1281157 0.1873439 -0.0779268 -0.13650838 -0.22018482 0.18304197 -0.43481776 0.09498495 -0.16708209 -0.00570288 0.22892892 -0.045323856 -0.22043021 -0.19286613 0.037816666 -0.2207792 0.25460804 -0.18837759 0.238465 -0.15596657 -0.20733048 0.015477843 -0.48175678 0.093219675 0.02433209
doubtful 0.04184266 0.48774874 -0.37224728 -0.21110871 -0.24183103 0.17855574 -0.19043699 0.107889906 0.26432884 0.58700967 -0.3288659 -0.44077066 -0.20227845 -0.07378038 -0.08024814 0.45674255 0.28892502 -0.5145038 0.063177176 0.024561943 0.7239228 -0.5703821 0.058721613 -0.06512612 -0.43161055 -0.46109188 -0.17217992 -0.38880047 0.30045786 -0.02764801 -0.30191895 0.13804573 -0.42170066 -0.04151224 0.121766105 -0.061570022 0.04699199 0.1571612 -0.32474735 -0.03833627 -0.322144 0.18715808 0.076715164 -0.015660625 -0.06559517 -0.75108397 0.4394874 -0.051070306 0.38802788 0.17106439
lie -0.4349005 0.19652624 -0.4155806 -0.16911018 0.4041797 0.03200673 -0.7956156 0.2967273 0.3168537 0.17104022 -0.42191368 0.20799796 -0.51593584 -0.7561801 0.059053414 0.1775725 -0.059355214 0.10491329 0.05561639 -0.4780825 0.025120504 -0.7608789 -0.4893646 -0.334448 0.1155269 0.25040466 -0.29053503 -0.5991895 -0.6576918 -0.3303853 0.43197656 -0.25760463 0.40499112 0.0315387 0.2670095 -0.3882326 -0.3593447 -0.5793647 -0.51616704 -0.30172867 -0.49052817 -0.09199486 -0.1210528 -0.010441874 0.15109286 0.0061631887 -0.22673278 -0.053390786 0.39438042 -0.14886846
smiled 0.12820426 0.23427965 -0.051643465 -0.07120423 0.23287813 0.09006382 -0.11104864 0.18761878 0.09834944 -0.030706508 0.024894254 0.23010717 -0.1274155 -0.16578947 -0.22828665 -0.9091221 -0.014284861 0.08585446 0.2219822 -0.10900615 -0.07450753 -0.02292009 -0.23909105 0.018671956 0.32497466 0.058677964 -0.21025921 -0.046820328 -0.044909637 -0.1002543 -0.13399218 -0.19986185 0.18671432 0.2934406 -0.033240326 0.4702279 -0.17702292 -0.38079822 -0.24074712 -0.37031347 -0.060576502 0.112528265 -0.22256759 0.09280619 -0.097613476 -0.3367851 -0.20865698 -0.22491601 0.051202375 0.41121614
fine -0.3931495 0.260655 -0.047514163 0.25136337 0.286834 0.18686102 0.45881513 0.21079461 -0.15929611 0.72246367 0.024713784 0.062890075 -0.12914416 -0.29574767 0.17852762 0.4634533 -0.011630801 -0.08574478 0.033868413 0.08523535 0.82660633 0.28186062 0.15502113 -0.5557897 -0.27840048 -0.26050714 0.06217326 0.34298354 0.02166877 -0.24498482 0.48439053 -0.066620894 -0.3178016 0.049424093 0.3582094 0.41512704 -0.5080385 0.13248421 -0.044308603 -0.48050532 0.2106259 0.12365418 0.30588073 0.65504396 0.8017291 -0.1975753 -0.04538479 -0.69094956 -0.15813558 0.44131082
scream -0.41427457 -0.43911347 -0.030799534 0.034885462 0.2344101 0.19599104 0.028078979 0.18689743 -0.42785597 0.4080871 0.5918758 0.33800972 -0.08894117 0.24753834 -0.08590498 -0.17974094 0.18225288 -0.06003644 0.2771225 0.07972095 0.33980435 0.09490738 0.11989046 0.02924353 0.14005186 -0.38400447 -0.14575964 -0.117496006 0.3858311 0.023862153 0.3631015 -0.24590279 -0.12271498 0.4859103 0.37523577 0.28971836 0.28598568 -0.17196861 -0.45191622 -0.47953558 0.020647455 0.35935107 0.05114665 0.12987642 0.37774342 0.38554764 0.3410135 -0.5303822 0.21706071 -0.15045254
places -0.2372084 0.4082211 -0.2801649 0.35858816 0.47208413 0.1979198 -0.028629674 -0.17812051 0.117957175 -0.19107741 -0.37516353 0.46501943 0.0432868 -0.2714877 -0.5466331 -0.08170196 0.15627582 0.34016943 0.15129395 -0.3332743 0.23542272 0.15259093 -0.16639352 0.07507377 0.14984486 0.05673711 -0.17055091 -0.19279799 -0.49616143 -0.4358299 -0.04557578 -0.24660613 -0.31122056 0.16457537 0.17806423 0.37566367 -0.46414536 0.17666231 -0.1186747 -0.189437 -0.20457563 0.26873857 0.23101157 0.074077144 0.063726224 -0.1334292 -0.15352911 -0.16215213 -0.18152848 -0.3527046
flamingoes -0.022245636 0.2335593 -0.14911804 0.24452181 0.113430195 0.14570342 -0.11108552 -0.20649973 0.27832514 0.18479568 0.0081581 0.33477637 0.08979386 -0.3497565 -0.39645782 -0.5702818 0.22982225 0.07899353 0.04764351 -0.10807825 -0.14012083 0.169377 -0.20775113 0.021928463 0.15845144 -0.20141901 0.21576256 -0.12908226 0.013456346 -0.40616345 -0.105916806 -0.23430644 0.14651057 0.17368805 0.0856305 0.28198886 -0.27007517 -0.13271275 0.08192697 -0.32960552 -0.18924144 0.038507417 0.17785326 0.06983033 -0.05956572 -0.1752727 0.046652187 -0.13484715 -0.123010345 0.4212704
body -0.12475369 0.05146786 -0.03220429 -0.086953655 0.35011312 -0.22420087 -0.055927355 0.4285013 0.08935672 -0.18364552 -0.115669705 0.019006928 -0.21581016 0.13940473 0.12707342 0.2667499 0.39360037 -0.2623014 -0.15216956 0.06104353 0.16623649 0.093333334 0.2151474 -0.21123433 0.23922008 0.14532034 -0.4439695 -0.46857023 0.24946606 -0.0856319 0.032564856 -0.3218639 -0.061691653 0.34623677 0.06288649 0.15147682 -0.24789707 -0.03800065 -0.3944723 -0.12298281 -0.2679452 0.14180186 -0.015899897 0.073027246 0.37453312 -0.2524489 -0.059689857 0.13954172 0.5457653 -0.44660145
laughing -0.022463977 0.17600037 0.12205009 -0.05581181 0.16481847 0.167525 -0.3719344 0.083015084 0.17912403 0.06594898 0.13819759 0.30093443 -0.03724299 -0.22512372 -0.12772106 -0.14700182 -0.02266948 -0.004769141 0.28137228 -0.13585758 0.024437293 -0.64218277 -0.24554841 0.09501942 0.29794222 0.14637563 0.0042300643 -0.47866985 0.05001992 -0.34351796 -0.12128447 -0.093278125 0.47337726 0.2880609 0.22226544 0.41650316 -0.13456808 -0.23090327 -0.1592309 -0.31411117 -0.1607191 -0.2505757 -0.26536748 0.14413144 -0.1245458 -0.28394142 0.020600373 -0.04451693 0.24509697 0.29495317
unrolled 0.32704115 -0.1998128 -0.16513734 0.10579744 0.039830443 0.13037913 -0.06727797 0.23469238 0.12802914 -0.1595458 0.11409282 0.186805 -0.15782821 -0.20138405 -0.064517826 -0.30222008 -0.050313488 -0.18041039 0.36133716 -0.21921702 -0.18463953 0.25245523 -0.2306102 -0.1382663 0.13762575 -0.19078141 0.039645467 0.02595624 -0.0068286117 -0.03872088 -0.012311736 -0.17165387 -0.21587776 0.09732913 -0.009919955 0.1455304 -0.07526424 -0.0044676103 -0.3894329 -0.07340336 -0.2642608 -0.06315347 0.004493574 0.28298306 0.2573045 -0.1385448 0.063615605 0.2416918 0.002502255 0.26899514
quarrelling -0.10279255 -0.14793321 -0.32884523 0.13422488 -0.087198116 -0.08855067 -0.15767896 0.24740951 -0.3148915 -0.12802535 -0.041072294 0.16621432 -0.30389595 0.06369853 0.13694523 -0.5857029 0.1166968 0.029927371 -0.18157919 -0.44484434 0.24734166 -0.38206837 -0.3053394 -0.11021129 0.47279674 0.2930573 -0.40203705 -0.43846932 -0.18345286 0.17067263 0.16251266 -0.52805316 0.06486974 0.5202754 0.010991792 0.1049788 0.31311044 -0.014375768 -0.38642836 0.1746058 -0.5561297 0.3686603 -0.08153114 0.19694662 0.1335596 0.0028911356 -0.19692528 0.108585745 0.3883803 0.19910483
stamping 0.07055693 0.42553893 -0.42025587 0.16751733 0.16122599 0.50527906 -0.31917593 0.19992849 0.4014232 -0.103008926 0.08306658 0.17598492 -0.34003094 -0.44788086 -0.1898985 -0.793968 0.12655628 0.064189136 -0.1095721 -0.44124433 0.3548734 -0.003915785 -0.76626706 -0.14950804 0.40831926 0.03834332 -0.044919178 -0.65168464 -0.093964316 -0.70695084 0.16555892 -0.108250774 -0.09111153 -0.018496659 0.26826817 0.6189733 -0.2906193 -0.2679736 0.10287883 -0.10802157 -0.2706577 -0.029910916 0.018251117 0.11202404 -0.12707967 -0.6222532 -0.10693345 0.08729578 -0.027520768 0.5718963
shouting -0.56421137 -0.33723012 -0.24907404 -0.026244054 0.259532 -0.090218104 0.07471837 0.21336621 -0.044227622 0.06615401 0.0683041 0.25646472 -0.55654305 -0.60735965 -0.10443531 -0.89088184 0.13867238 0.14343299 -0.052010316 -0.34538925 0.13894768 -0.47856396 -0.29206854 0.14782518 0.39872083 0.4413751 -0.20143986 -0.06457686 -0.39981812 -0.088932976 0.64927423 -0.51841813 0.15011261 0.16929466 0.29503265 0.59370637 0.21145652 -0.06494164 -0.5094488 0.016422952 -0.6418223 0.23554778 -0.05072342 0.010019554 0.41797557 0.040395103 -0.37117073 -0.27622473 0.33760056 0.14613238
dispute 0.08994855 0.32715756 -0.19910893 -0.09010846 0.19271483 0.07841425 -0.09458211 0.53307134 -0.04787942 0.63380533 0.063112155 0.058135495 -0.59080076 -0.35842872 0.08965752 -0.2705974 0.38289437 -0.1500374 -0.3201874 -0.1681518 0.48749092 0.18876252 -0.19392484 -0.37612945 0.45380577 0.09656616 -0.32855675 -0.26687148 0.05456184 -0.17480232 0.49953485 -0.26970288 -0.20038654 -0.035155643 0.05994823 0.19497782 -0.24747412 -0.18239835 -0.4633619 -0.11846014 -0.08566114 0.22724485 0.06778666 0.5264971 0.19621643 -0.4935207 0.08797965 -0.07241104 0.69756544 0.009060833
alive 0.09806285 -0.026496349 0.019129137 -0.05222634 0.0055603324 0.34277162 0.0890209 0.24463409 -0.20169379 -0.26988545 -0.10315397 0.35572702 -0.01522244 -0.02565981 -0.40989184 -0.27917314 0.43792975 0.23784767 -0.19518012 -0.23607899 0.40459788 0.12508892 -0.18000464 -0.09789679 0.16969879 0.08802405 -0.14499535 -0.31169567 0.18609515 0.085717775 0.2575249 -0.37874562 0.08586151 0.26978642 -0.02796916 0.09433204 0.04716447 0.13534945 -0.2318282 -0.12051879 -0.30707458 0.4469434 0.06158543 0.12286925 0.051248748 0.17910235 0.029765982 -0.36616844 0.3051891 0.24969281
friend -0.14559582 -0.4209081 -0.099144 0.0746236 0.20176192 -0.011821425 -0.19287063 0.28065938 0.105691686 0.16919863 0.1043708 0.15987611 -0.17703311 -0.1001727 -0.47108734 -0.05326974 0.33051682 -0.15981174 -0.20876774 0.4975567 0.10212822 0.12075816 0.2189162 -0.13570495 0.31949347 -0.21048555 -0.08087929 -0.11090543 0.06506697 -0.29400414 0.13155821 -0.10548955 -0.55402315 0.08253516 0.2818745 0.29100728 -0.01839018 0.14677447 -0.3072118 -0.5186954 0.07765864 0.4726219 -0.14058179 0.023038873 0.48767325 0.18803358 0.0840816 -0.4766783 -0.12528728 -0.13593066
